sep=;,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTID,type,crash/near-miss date,crash/near-miss mode,crash/near-miss time of day,mode involved,e-scooter involved,Was anyone injured?,crash cause,crash narrative,nearmiss cause,police,unsafe location mode,unsafe location time of day,unsafe location cause,safe location mode,safe location cause,mobility device,e-bike,e-scooter,improvement,improvement narrative,address,report date,latitude,longitude,type,coordinates
3863,unsafe,,,,,,,,,,,ride,night,other,,,,,,other,"Pedestrians that think before moving, follow the walk signs or at the least, if they cross ","2500-2516 Bancroft Way, Berkeley, CA, 94704, USA",2023/02/13,37.86868517,-122.2590953,point,"-122.259095,37.868685"
3879,nearMiss,02/2023,wheelchair,day,driver,,none,,,"no-yield, unsafe-speed, other",,,,,,,wheelchair,,,"speed, sidewalk, bikelane, pavement, signs, crosswalks, benches, education, community",,"Allstate Insurance, 2489 Martin Luther King Jr Way, Berkeley, CA, 94704, USA",2023/02/18,37.863627,-122.271848,point,"-122.271848,37.863627"
3880,nearMiss,01/2023,walk,day,driver,,none,,,no-yield,,,,,,,,,,crosswalks,The light for Mabel requires a long wait and I think drivers are anxious to speed through the yellow so they don’t have to wait so long. And they rush through as soon as it turns green because they have been waiting there so long. ,"1300-1378 Ashby Ave, Berkeley, CA, 94702, USA",2023/02/21,37.85269939,-122.283659,point,"-122.283659,37.852699"
3890,incident,10/18/2022,scooter,day,driver,,minor,"poor-lighting, curving, no-yield, unsafe-speed","I was riding my scooter (with lights on and a helmet) and someone in a car went blazing down the hill on Channing towards the traffic circle. I got hit by what I am assuming is their mirror, and I braked, flipped over the handlebars, hit my head and knee, and tried to brace with my hands. I got a concussion, required stitches, and sustained a minor bone fracture and an injury to my knee. I had to withdraw from the semester because of the severity of my injuries. I didn’t see who hit me, they just drove away. ",,yes,,,,,,,,street,"bikelane, pavement, lighting, crosswalks, benches, enforcement",,"Channing Way, Berkeley, CA, 94704, USA",2023/02/28,37.86793291,-122.2507778,point,"-122.250778,37.867933"
3891,nearMiss,02/28/2023,walk,night,driver,,none,,,other,,,,,,,,,,"crosswalks, enforcement",,"1838 Rose St, Berkeley, CA, 94703, USA",2023/02/28,37.88114999,-122.274429,point,"-122.274429,37.88115"
3892,nearMiss,02/27/2023,other,day,"driver, ped",,none,,,no-yield,,,,,,,,,,"crosswalks, enforcement, other",Ban right on red! Car didnt even slow before turning right and almost killed the old man who was crossing,"2091-2099 Addison St, Berkeley, CA, 94704, USA",2023/02/28,37.87121868,-122.2682129,point,"-122.268213,37.871219"
3895,nearMiss,02/2023,walk,night,driver,,none,,,no-yield,,,,,,,,,,"speed, education, enforcement",,"2301-2399 McGee Ave, Berkeley, CA, 94703, USA",2023/03/05,37.86464535,-122.2767838,point,"-122.276784,37.864645"
3900,incident,12/2006,walk,day,driver,,sev,"no-yield, unsafe-speed","I was walking to the 7 bus stop and a driver came off of the circle through the crosswalk I was in, hitting me and causing a traumatic brain injury and back problems. I was 13 and had to stop running. The driver stopped and was sobbing over me when I regained consciousness. He kept calling my family afterwards. I know he felt horrible. I wish I could find him and tell him things worked out ok. ",,yes,,,,,,,,,signs,,"Marin Circle Fountain, The Circle, Berkeley, CA, 94707, USA",2023/03/07,37.89025,-122.27245,point,"-122.27245,37.89025"
3903,nearMiss,06/2022,bike,day,driver,,none,,,"poor-sign, no-yield, unsafe-speed",,,,,,,,no,,"speed, signs, crosswalks",,"1625-1699 California St, Berkeley, CA, 94703, USA",2023/03/12,37.87516086,-122.2801796,point,"-122.28018,37.875161"
3905,incident,02/2023,bike,day,driver,,minor,car-door,Doored by a women getting out of her car.,,yes,,,,,,,no,,bikelane,,"University Ave, Berkeley, CA, 94703, USA",2023/03/12,37.8715845,-122.2732394,point,"-122.273239,37.871584"
3908,nearMiss,03/09/2023,walk,day,"driver, bus",,none,,,other,,,,,,,,,,signs,"The city is clearly not interested in what I have to say about this intersection so I'm glad that you've made the option available. I hope that my report can bring real change to this intersection before I, or someone else, is killed here.","1930-1948 Shattuck Ave, Berkeley, CA, 94704, USA",2023/03/16,37.87312378,-122.2685671,point,"-122.268567,37.873124"
3909,nearMiss,03/16/2023,walk,day,"driver, ped",,none,,,"no-yield, unsafe-speed",,,,,,,,,,"speed, signs, enforcement",Please urge the city to install lights at this intersection before someone is killed here. It's not a rare occurrence that drivers don't yield here.,"1930-1948 Shattuck Ave, Berkeley, CA, 94704, USA",2023/03/16,37.87312117,-122.2685668,point,"-122.268567,37.873121"
3910,unsafe,,,,,,,,,,,walk,"day, night","poor-sidewalk, poor-bikelane, poor-sign, obstacle, no-yield",,,,,,"sidewalk, bikelane, crosswalks, enforcement, other",Access to beg button or better pedestrian sensing. Blocking off a car lane to make room for pedestrians and cyclists. Adding a crosswalk closer than the one by Spruce street.,"2300-2310 Hearst Ave, Berkeley, CA, 94709, USA",2023/03/19,37.87452024,-122.2639127,point,"-122.263913,37.87452"
3911,unsafe,,,,,,,,,,,"walk, bike","day, night","poor-bikelane, other",,,,,,"bikelane, education, enforcement, community, other","For a busy downtown intersection in Berkeley, this intersection is surprisingly unfriendly to pedestrians and cyclists. There are few bike lanes and none are protected, and this intersection is simply too big.","University Ave, Berkeley, CA, 94704, USA",2023/03/19,37.87209892,-122.2684294,point,"-122.268429,37.872099"
3916,incident,01/2023,walk,day,driver,,minor,poor-sign,Two cars hit each other while crossing intersection,,yes,,,,,,,,,signs,"There is literally no sign for a four way intersection, all cars coming at high speeds. Four line of traffic (two in each direction) to cross and not even a pedestrian light sign, completely ridiculous. This is the 6th accident I’ve seen at this one intersection ","2037 Parker St, Berkeley, CA, 94704, USA",2023/03/22,37.862334,-122.267978,point,"-122.267978,37.862334"
3917,incident,02/2023,walk,day,bike,,minor,"poor-bikelane, no-yield, unsafe-speed",Bike didn’t yield to pedestrians at an intersection on campus during a time of heavy pedestrian traffic.,,no,,,,,,,,,"speed, bikelane, signs, education, enforcement",I am frequently scared of bikes and skateboards on campus as a pedestrian ,"139-290 Campanile Way, Berkeley, CA, 94720, USA",2023/03/22,37.87161263,-122.2600291,point,"-122.260029,37.871613"
3922,nearMiss,03/2023,ride,day,ped,,none,,,no-yield,,,,,,,,,,"education, enforcement, other",Citations for jay walkers ,"1307-1313 Bancroft Way, Berkeley, CA, 94702, USA",2023/03/24,37.86535019,-122.2856308,point,"-122.285631,37.86535"
3924,nearMiss,12/2022,walk,day,driver,,none,,,other,,,,,,,,,,"education, enforcement",Maybe right turns on red are not a good idea??,"2000-2042 Oxford St, Berkeley, CA, 94704, USA",2023/03/26,37.87234135,-122.2662261,point,"-122.266226,37.872341"
3925,nearMiss,04/2022,walk,day,driver,,none,,,no-yield,,,,,,,,,,"education, enforcement",Crack down on drug and alcohol impairs drivers???,"Milvia St, Berkeley, CA, 94704, USA",2023/03/26,37.87189053,-122.2706134,point,"-122.270613,37.871891"
3926,unsafe,,,,,,,,,,,walk,"day, night",no-yield,,,,,,"signs, crosswalks, education, enforcement","Sadly, crosswalks like these may be counterproductive bc the give pedestrians false reassurances.","2254-2264 Hearst Ave, Berkeley, CA, 94709, USA",2023/03/26,37.87420394,-122.2652555,point,"-122.265255,37.874204"
3927,unsafe,,,,,,,,,,,walk,"day, night","poor-sign, no-yield",,,,,,"signs, crosswalks, education, enforcement",,"1694 Oxford St, Berkeley, CA, 94709, USA",2023/03/26,37.87705698,-122.266879,point,"-122.266879,37.877057"
3928,unsafe,,,,,,,,,,,walk,"day, night","poor-sign, no-yield",,,,,,"signs, crosswalks, education, enforcement",,"1694 Oxford St, Berkeley, CA, 94709, USA",2023/03/26,37.87705698,-122.266879,point,"-122.266879,37.877057"
3929,unsafe,,,,,,,,,,,walk,"day, night","poor-sign, no-yield",,,,,,"signs, crosswalks, education, enforcement",,"1694 Oxford St, Berkeley, CA, 94709, USA",2023/03/26,37.87705698,-122.266879,point,"-122.266879,37.877057"
3930,unsafe,,,,,,,,,,,walk,"day, night","poor-sign, no-yield",,,,,,"signs, crosswalks, education, enforcement",,"1694 Oxford St, Berkeley, CA, 94709, USA",2023/03/26,37.87705698,-122.266879,point,"-122.266879,37.877057"
3941,nearMiss,12/2020,walk,day,driver,,none,,,no-yield,,,,,,,,,,"education, enforcement", Penalties for talking on the phone while driving?,"Enterprise-Berkeley-Oxford St, 1990 Oxford St, Berkeley, CA, 94704, USA",2023/04/03,37.87275,-122.26636,point,"-122.26636,37.87275"
3942,nearMiss,10/2022,walk,day,driver,,none,,,no-yield,,,,,,,,,,"education, enforcement",Maybe allowing right turns on red is more than some drivers are able to manage?,"Rojbas Grill, 1901 University Ave, Berkeley, CA, 94704, USA",2023/04/03,37.87176,-122.272861,point,"-122.272861,37.87176"
3943,unsafe,,,,,,,,,,,walk,"day, night","no-yield, other",,,,,,"signs, crosswalks, education, enforcement","Given the reality of driving habits, it might be safer to eliminate crosswalks, which serve to give pedestrians a false sense of safety. 

Or perhaps crosswalks could have a sign for pedestrians that says Do not enter the crosswalk until you have made eye contact with the driver of the vehicle.""""","1799 Spruce St, Berkeley, CA, 94709, USA",2023/04/03,37.87513602,-122.264725,point,"-122.264725,37.875136"
3944,unsafe,,,,,,,,,,,"walk, ride","day, night","poor-sign, no-yield, driving-speed",,,,,,"signs, crosswalks, education, enforcement",More signs?  Repainting the crosswalk so it is visible? Putting stop signs at that heavily traveled intersection? Slowing down traffic on Oxford? ,"Student Organic Garden, Berkeley, CA, USA",2023/04/03,37.8766,-122.26776,point,"-122.26776,37.8766"
3945,nearMiss,,walk,day,driver,,none,,,"no-yield, unsafe-speed",,,,,,,,eBike,,enforcement,,"Coracao Chocolate, Center St, Berkeley, CA, 94704, USA",2023/04/03,37.864892,-122.272524,point,"-122.272524,37.864892"
3947,unsafe,,,,,,,,,,,bike,"day, night","driving-speed, other",,,,,,"enforcement, other",I have reported numerous incidents to police only to get the telephone version of a shrug.,"2300-2398 Martin Luther King Jr Way, Berkeley, CA, 94704, USA",2023/04/03,37.86517115,-122.2723829,point,"-122.272383,37.865171"
3958,incident,10/17/2020,bike,night,other,,sev,"no-yield, unsafe-speed",A motorcyclist hit a bicyclist. The motorcyclist was going very fast. The bicyclist was taking to the hospital with fractured ribs and took several months to recover. The bicyclist's bike was also damaged. ,,yes,,,,,,,no,,speed,Flashing lights for bicyclists,"Sacramento St, Berkeley, CA, 94702, USA",2023/04/09,37.84871846,-122.2780172,point,"-122.278017,37.848718"
3959,incident,,walk,,driver,,minor,no-yield,A car driver hit a neighbor who was walking. The neighbor had knee injuries and had to do a lot of physical therapy. ,,no,,,,,,,,,"bikelane, crosswalks",,"Sacramento St, Berkeley, CA, 94702, USA",2023/04/09,37.84798032,-122.2778532,point,"-122.277853,37.84798"
3960,unsafe,,,,,,,,,,,bike,"day, night",poor-bikelane,,,,,,bikelane,We need bike lanes for Hopkins to be safe for everyone including bicyclists. ,"1531-1551 Hopkins St, Berkeley, CA, 94707, USA",2023/04/09,37.88161358,-122.2822057,point,"-122.282206,37.881614"
3961,unsafe,,,,,,,,,,,bike,"day, night",,,,,,,enforcement,Lights for bikes/pedestrians at Russell + Shattuck. ,"2882-2898 Shattuck Ave, Berkeley, CA, 94704, USA",2023/04/09,37.85672139,-122.2667738,point,"-122.266774,37.856721"
3962,nearMiss,04/2023,walk,day,driver,,none,,,no-yield,,,,,,,,,,"speed, crosswalks",,"2350-2398 Dana St, Berkeley, CA, 94704, USA",2023/04/10,37.86663388,-122.261146,point,"-122.261146,37.866634"
3963,nearMiss,04/2023,walk,day,driver,,none,,,no-yield,,,,,,,,,,"crosswalks, enforcement",,"2334-2398 Durant Ave, Berkeley, CA, 94704, USA",2023/04/10,37.86748247,-122.2612556,point,"-122.261256,37.867482"
3965,nearMiss,04/2023,walk,day,"driver, bike",,none,,,"no-yield, unsafe-speed",,,,,,,,,,"speed, signs, education, enforcement",It’s well known in Berkeley that Sacramento isn’t policed much so drivers feel they can get away with truly reckless driving,"2924 Sacramento St, Berkeley, CA, 94702, USA",2023/04/10,37.85440699,-122.27963,point,"-122.27963,37.854407"
3966,nearMiss,04/2023,walk,day,"driver, ped",,none,,,"no-yield, unsafe-speed",,,,,,,,,,"speed, enforcement",I rarely see cars slow down let alone stop at stop signs around Sacramento St. ,"1434 Blake St, Berkeley, CA, 94702, USA",2023/04/10,37.86107001,-122.281466,point,"-122.281466,37.86107"
3967,nearMiss,04/2023,walk,day,"driver, bike",,none,,,"no-yield, unsafe-speed",,,,,,,,,,"speed, signs, enforcement","It’s well known in Berkeley that there is no traffic enforcement on Sacramento, so drivers feel they can do whatever they like. I see drivers nearly hit pedestrians and cyclists like this multiple times a week","1500-1518 Russell St, Berkeley, CA, 94703, USA",2023/04/10,37.85484176,-122.2792601,point,"-122.27926,37.854842"
3969,unsafe,,,,,,,,,,,walk,day,other,,,,,,"education, enforcement",There is no parking enforcement in this neighborhood so motorists seem to think they can park anywhere ,"2924 Sacramento St, Berkeley, CA, 94702, USA",2023/04/11,37.85440699,-122.27963,point,"-122.27963,37.854407"
3970,nearMiss,04/2023,walk,day,driver,,none,,,"no-yield, unsafe-speed",,,,,,,,,,"education, enforcement",,"1901-1915 Russell St, Berkeley, CA, 94703, USA",2023/04/11,37.85620395,-122.2712696,point,"-122.27127,37.856204"
3972,unsafe,,,,,,,,,,,bike,"day, night",poor-street,,,,,,pavement,,"Russell St, Berkeley, CA, 94702, USA",2023/04/13,37.85407268,-122.2842114,point,"-122.284211,37.854073"
3973,nearMiss,04/2023,walk,day,driver,street,none,,,"no-yield, unsafe-speed",,,,,,,,,,"speed, signs, education, enforcement",,"2700-2832 Channing Way, Berkeley, CA, 94704, USA",2023/04/13,37.86768121,-122.2520979,point,"-122.252098,37.867681"
3997,nearMiss,04/2023,walk,day,driver,,none,,,unsafe-speed,,,,,,,,,,signs,I think the roundabouts make it hard for people to see when people are crossing on the other side.,"2301-2311 McKinley Ave, Berkeley, CA, 94703, USA",2023/04/29,37.86676277,-122.273561,point,"-122.273561,37.866763"
4017,nearMiss,05/2023,walk,day,"driver, ped",,none,,,no-yield,,,,,,,,,,"education, enforcement",,"2350-2398 Dana St, Berkeley, CA, 94704, USA",2023/05/03,37.866636,-122.2611465,point,"-122.261146,37.866636"
4018,nearMiss,04/2023,walk,day,"driver, ped",,none,,,no-yield,,,,,,,,,,"education, enforcement",,"2401-2411 Channing Way, Berkeley, CA, 94704, USA",2023/05/03,37.86668018,-122.2610547,point,"-122.261055,37.86668"
4086,nearMiss,03/2023,bike,day,"driver, bike",,none,,,"poor-sign, no-yield",,,,,,,,no,,"signs, enforcement",,"2927-2939 Hillegass Ave, Berkeley, CA, 94705, USA",2023/05/15,37.85675669,-122.255432,point,"-122.255432,37.856757"
4088,nearMiss,05/2023,walk,day,"driver, bike",,none,,,no-yield,,,,,,,,,,"crosswalks, enforcement",,"2112-2198 Channing Way, Berkeley, CA, 94704, USA",2023/05/16,37.86596695,-122.2656598,point,"-122.26566,37.865967"
4135,nearMiss,04/2023,walk,day,driver,,none,,,"poor-sign, no-yield, unsafe-speed",,,,,,,,,,"speed, signs, education, enforcement",A mirror on the street for cars to see who is on the sidewalk ready to cross since pedestrians arent visible until already on the crossline ,"2689-2699 Warring St, Berkeley, CA, 94720, USA",2023/06/05,37.86235372,-122.2500496,point,"-122.25005,37.862354"
4136,incident,,walk,,,,,,,,,,,,,,,,,,,"2825-2857 Derby St, Berkeley, CA, 94705, USA",2023/06/05,37.86239293,-122.2500108,point,"-122.250011,37.862393"
4188,nearMiss,11/2022,bike,day,driver,,none,,,unsafe-speed,,,,,,,,eBike,,"speed, bikelane, signs, enforcement, other","Traffic diverters, speed tables/cushions, stop signs","1324-1398 McGee Ave, Berkeley, CA, 94703, USA",2023/06/22,37.88010664,-122.2796949,point,"-122.279695,37.880107"
4189,nearMiss,03/2023,walk,day,driver,,none,,,"poor-bikelane, no-yield, unsafe-speed",,,,,,,,no,,"speed, signs, education, enforcement",,"1758-1758 Rose St, Berkeley, CA, 94703, USA",2023/06/22,37.88074702,-122.2777856,point,"-122.277786,37.880747"
4190,unsafe,,,,,,,,,,,"walk, bike","day, night","no-yield, driving-speed",,,,,,"speed, signs, enforcement",,"1022-1028 Cedar St, Berkeley, CA, 94710, USA",2023/06/22,37.87493013,-122.2952175,point,"-122.295217,37.87493"
4210,incident,07/05/2023,bike,day,driver,,minor,"poor-sign, no-yield","I had right of way on my bike hoping straight while a car opposite to me was turning right. Instead of waiting for me to pass, the car chose to make the turn anyway causing me to crash into them while going 20 mph.",,no,,,,,,,eBike,,"speed, bikelane, pavement, crosswalks, community","Raised crosswalks would have prevented this issue in the moment. Acting as a sort of speed bump while exiting or entering the street of an intersection, the car would have had more time to notice me crossing the street and have the time necessary to stop.
Better and more bike lanes would have made me go one street over, as Dwight Way has no bike lanes and bicycle boulevards are nearly indistinguishable from normal roads causing cars to go the same speed anyway.
Adding raised sidewalks, more distinguishing features, and getting cars to feel uncomfortable going fast when faced with a large empty straight road would help make our streets safer for alternative modes of transportation.","1700 Parker St, Berkeley, CA, 94703, USA",2023/07/12,37.86089198,-122.27596,point,"-122.27596,37.860892"
4214,unsafe,,,,,,,,,,,walk,"day, night",no-yield,,,,,,"signs, crosswalks, education, enforcement",,"Cedar Market, 1601 California St, Berkeley, CA, 94703, USA",2023/07/17,37.876834,-122.280268,point,"-122.280268,37.876834"
4220,nearMiss,07/18/2023,walk,day,driver,,none,,,"poor-sign, no-yield, unsafe-speed",,,,,,,,,,"speed, signs, education, enforcement","We need stops, yields and crossing signs here. ","2701-2799 Channing Way, Berkeley, CA, 94704, USA",2023/07/18,37.86779704,-122.2520967,point,"-122.252097,37.867797"
4221,unsafe,,,,,,,,,,,walk,day,"poor-sign, no-yield, driving-speed",,,,,,"speed, signs, education, enforcement",,"Piedmont Ave, Berkeley, CA, 94704, USA",2023/07/18,37.86783002,-122.25209,point,"-122.25209,37.86783"
4225,nearMiss,07/08/2023,bike,day,driver,,none,,,"poor-bikelane, poor-street",,,,,,,,no,,"speed, bikelane, education",,"1501-1525 Dwight Way, Berkeley, CA, 94703, USA",2023/07/21,37.86232144,-122.2806262,point,"-122.280626,37.862321"
4569,nearMiss,10/05/2023,bike,day,driver,,none,,,no-yield,,,,,,,,no,,"bikelane, education, enforcement, community",,"708-718 Addison St, Berkeley, CA, 94710, USA",2023/10/07,37.8661837,-122.2994659,point,"-122.299466,37.866184"
4606,unsafe,,,,,,,,,,,wheelchair,"day, night","poor-lighting, no-yield, driving-speed",,,,,,"speed, lighting, signs, enforcement",flashing lights and or stops signs at these crossings is needed,"3101 Shattuck Ave, Berkeley, CA, 94705, USA",2023/10/30,37.85298902,-122.265938,point,"-122.265938,37.852989"
4608,unsafe,,,,,,,,,,,wheelchair,"day, night","no-yield, driving-speed",,,,,,"speed, signs",,"3029-3039 Shattuck Ave, Berkeley, CA, 94703, USA",2023/10/30,37.85391973,-122.2662706,point,"-122.266271,37.85392"
4614,nearMiss,11/04/2023,walk,day,driver,,none,,,no-yield,,,,,,,,,,"education, enforcement",,"2101-2105 Ashby Ave, Berkeley, CA, 94705, USA",2023/11/04,37.85535339,-122.2664817,point,"-122.266482,37.855353"
4725,unsafe,,,,,,,,,,,walk,night,driving-speed,,,,,,"speed, lighting, signs",,"2747-2799 Alcatraz Ave, Berkeley, CA, 94705, USA",2024/01/23,37.85186586,-122.2504249,point,"-122.250425,37.851866"
4746,nearMiss,02/05/2024,walk,day,driver,,none,,,"no-yield, unsafe-speed",,,,,,,,,,"speed, enforcement",,"1201-1221 Spruce St, Berkeley, CA, 94707, USA",2024/02/06,37.88604133,-122.2665456,point,"-122.266546,37.886041"
5896,nearMiss,02/2024,bike,day,"driver, scooter, bus",bikelane,none,,,"poor-sidewalk, poor-sign, curving",,,,,,,,no,,"speed, sidewalk, education, enforcement",,"University Ave, Berkeley, CA, 94702, USA",2024/04/17,37.86914876,-122.2921026,point,"-122.292103,37.869149"
14977,unsafe,,,,,,,,,,,walk,"day, night","poor-lighting, no-yield, driving-speed",,,,,,"speed, lighting, signs, enforcement",,"Ohlone Greenway, Berkeley, CA, 94702, USA",2024/10/27,37.87619134,-122.2872857,point,"-122.287286,37.876191"
14978,unsafe,,,,,,,,,,,walk,night,poor-lighting,,,,,,lighting,,"Ohlone Greenway, Albany, CA, 94706, USA",2024/10/27,37.87924926,-122.2889151,point,"-122.288915,37.879249"
17294,nearMiss,09/10/2025,walk,night,driver,,none,,,"no-yield, unsafe-speed",,,,,,,,,,enforcement,,"Dwight Way, Berkeley, CA, 94704, USA",2025/09/10,37.86396191,-122.2674118,point,"-122.267412,37.863962"
17305,incident,09/2025,bike,day,driver,,none,no-yield,The driver saw me but thought if they sped up and swerved they'd be able to get by without hitting me. The did not succeed.,,no,,,,,,,no,,"speed, sidewalk, crosswalks",,"8th St, Berkeley, CA, 94710, USA",2025/09/24,37.88247259,-122.3000666,point,"-122.300067,37.882473"
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reports collected from October 1st, 2018 through October 30th, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,
